File,ID,time,strain,condition,repeat_exp,total_vRNAs_ORFN,total_vRNAs_gRNA,cytosolic_RNAs_ORFN,cytosolic_RNAs_gRNA,repSites_ORFN,repSites_gRNA,mol_per_repSite_ORFN,mol_per_repSite_gRNA,content,category,total_vRNAs_sgRNA,ratio
CoV-FISH-10_Vero_2h_B117_RDV_R2_00009__results_cell_7.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,158,67.66666666666667,114,60.00000000000001,14,5,3.142857142857143,1.5333333333333332,7.666666666666666,Low,90.33333333333333,1.334975369458128
CoV-FISH-10_Vero_2h_B117_RDV_R1_00001__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,172,146.9764705882353,88,133,32,9,2.625,1.5529411764705883,13.976470588235294,Mid,25.023529411764713,0.17025534299207562
CoV-FISH-10_Vero_2h_B117_RDV_R1_00007__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,153,72.68,114,68,13,3,3,1.56,4.68,Low,80.32,1.105118326912493
CoV-FISH-10_Vero_2h_B117_RDV_R1_00006__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,84,105.3,57,99,11,4,2.4545454545454546,1.575,6.3,Mid,-21.299999999999997,-0.20227920227920226
CoV-FISH-10_Vero_2h_B117_RDV_R1_00003__results_cell_4.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,84,119.8,62,115,9,3,2.4444444444444446,1.5999999999999999,4.8,Mid,-35.8,-0.29883138564273787
CoV-FISH-10_Vero_2h_B117_RDV_R1_00008__results_cell_5.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,90,55.2,71,52,5,2,3.8,1.5999999999999999,3.1999999999999997,Low,34.8,0.6304347826086956
CoV-FISH-10_Vero_2h_B117_RDV_R1_00010__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,78,47.3,54,44,9,2,2.6666666666666665,1.65,3.3,Low,30.700000000000003,0.649048625792812
CoV-FISH-10_Vero_2h_B117_RDV_R2_00006__results_cell_5.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,98,53.3,64,50,13,2,2.6153846153846154,1.65,3.3,Low,44.7,0.8386491557223266
CoV-FISH-10_Vero_2h_B117_RDV_R2_00009__results_cell_8.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,135,51.1,86,46,11,3,4.454545454545454,1.7,5.1,Low,83.9,1.6418786692759295
CoV-FISH-10_Vero_2h_B117_RDV_R3_00009__results_cell_4.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,65,58.857142857142854,46,52,8,4,2.375,1.7142857142857142,6.857142857142857,Low,6.142857142857146,0.104368932038835
CoV-FISH-10_Vero_2h_B117_RDV_R3_00009__results_cell_5.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,137,147.6,64,132,20,9,3.65,1.7333333333333332,15.599999999999998,Mid,-10.599999999999994,-0.07181571815718153
CoV-FISH-10_Vero_2h_B117_RDV_R1_00011__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,156,172.47272727272727,103,162,21,6,2.5238095238095237,1.7454545454545454,10.472727272727273,Mid,-16.47272727272727,-0.09550917141049967
CoV-FISH-10_Vero_2h_B117_RDV_R1_00001__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,89,114.8,53,104,11,6,3.272727272727273,1.7999999999999998,10.799999999999999,Mid,-25.799999999999997,-0.22473867595818814
CoV-FISH-10_Vero_2h_B117_RDV_R1_00002__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,70,52.6,59,49,4,2,2.75,1.7999999999999998,3.5999999999999996,Low,17.4,0.3307984790874524
CoV-FISH-10_Vero_2h_B117_RDV_R1_00007__results_cell_6.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,20,18.8,16,17,2,1,2,1.7999999999999998,1.7999999999999998,Low,1.1999999999999993,0.0638297872340425
CoV-FISH-10_Vero_2h_B117_RDV_R1_00008__results_cell_9.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,82,49.6,58,46,7,2,3.4285714285714284,1.7999999999999998,3.5999999999999996,Low,32.4,0.6532258064516129
CoV-FISH-10_Vero_2h_B117_RDV_R2_00006__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,123,40.8,90,39,9,1,3.6666666666666665,1.7999999999999998,1.7999999999999998,Low,82.2,2.0147058823529416
CoV-FISH-10_Vero_2h_B117_RDV_R2_00008__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,108,63.6,89,60,7,2,2.7142857142857144,1.7999999999999998,3.5999999999999996,Low,44.4,0.6981132075471698
CoV-FISH-10_Vero_2h_B117_RDV_R2_00010__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,174,87,114,78,17,5,3.5294117647058822,1.7999999999999998,9,Low,87,1
CoV-FISH-10_Vero_2h_B117_RDV_R3_00004__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,38,16.8,33,15,2,1,2.5,1.7999999999999998,1.7999999999999998,Low,21.2,1.2619047619047619
CoV-FISH-10_Vero_2h_B117_RDV_R3_00006__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,42,18.8,34,17,4,1,2,1.7999999999999998,1.7999999999999998,Low,23.2,1.2340425531914894
CoV-FISH-10_Vero_2h_B117_RDV_R2_00002__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,198,128.92307692307693,96,116.00000000000001,15,7,6.8,1.8461538461538463,12.923076923076923,Mid,69.07692307692307,0.5357995226730309
CoV-FISH-10_Vero_2h_B117_RDV_R1_00004__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,159,139.5,92,132,22,4,3.0454545454545454,1.875,7.5,Mid,19.5,0.13978494623655913
CoV-FISH-10_Vero_2h_B117_RDV_R1_00012__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,101,113.4,59,102,14,6,3,1.9,11.399999999999999,Mid,-12.400000000000006,-0.10934744268077606
CoV-FISH-10_Vero_2h_B117_RDV_R3_00009__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,49.9,49.9,38.9,46,3,2,3.6666666666666665,1.95,3.9,Low,0,0
CoV-FISH-10_Vero_2h_B117_RDV_R1_00008__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,118,61,87,57,8,2,3.875,2,4,Low,57,0.9344262295081968
CoV-FISH-10_Vero_2h_B117_RDV_R1_00004__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,364,253.2,170,225,44,14,4.409090909090909,2.0142857142857142,28.2,Mid,110.80000000000001,0.4375987361769353
CoV-FISH-10_Vero_2h_B117_RDV_R1_00006__results_cell_8.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,136,78.22857142857143,95,70,11,4,3.727272727272727,2.057142857142857,8.228571428571428,Low,57.77142857142857,0.7384952520087655
CoV-FISH-10_Vero_2h_B117_RDV_R2_00004__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,98,54.1,76,52,5,1,4.4,2.1,2.1,Low,43.9,0.8114602587800369
CoV-FISH-10_Vero_2h_B117_RDV_R2_00008__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,172,59.2,119,55,11,2,4.818181818181818,2.1,4.2,Low,112.8,1.9054054054054053
CoV-FISH-10_Vero_2h_B117_RDV_R2_00009__results_cell_5.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,90,49.2,61,45,7,2,4.142857142857143,2.1,4.2,Low,40.8,0.8292682926829267
CoV-FISH-10_Vero_2h_B117_RDV_R2_00009__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,161,103.66666666666667,76,93,19,5,4.473684210526316,2.1333333333333333,10.666666666666666,Mid,57.33333333333333,0.5530546623794211
CoV-FISH-10_Vero_2h_B117_RDV_R1_00006__results_cell_7.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,552,343,217,289,67,23,5,2.3478260869565215,53.99999999999999,Mid,209,0.60932944606414
CoV-FISH-10_Vero_2h_B117_RDV_R2_00006__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,134,85.2,102,78,12,3,2.6666666666666665,2.4,7.199999999999999,Low,48.8,0.5727699530516431
CoV-FISH-10_Vero_2h_B117_RDV_R3_00010__results_cell_4.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,43.4,43.4,35.4,41,3,1,2.6666666666666665,2.4,2.4,Low,0,0
CoV-FISH-10_Vero_2h_B117_RDV_R3_00010__results_cell_6.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,100,46.4,71,44,6,1,4.833333333333333,2.4,2.4,Low,53.6,1.1551724137931034
CoV-FISH-10_Vero_2h_B117_RDV_R2_00008__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,292,162.6315789473684,119,138,28,10,6.178571428571429,2.463157894736842,24.63157894736842,Mid,129.3684210526316,0.7954692556634305
CoV-FISH-10_Vero_2h_B117_RDV_R3_00007__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,703,106.48,244,86,20,8,22.95,2.56,20.48,Mid,596.52,5.602178812922614
CoV-FISH-10_Vero_2h_B117_RDV_R2_00005__results_cell_4.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,109,129.5,64,119,16,4,2.8125,2.625,10.5,Mid,-20.5,-0.1583011583011583
CoV-FISH-10_Vero_2h_B117_RDV_R1_00008__results_cell_10.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,124,77.7,90,69,9,3,3.7777777777777777,2.9,8.7,Low,46.3,0.5958815958815958
CoV-FISH-10_Vero_2h_B117_RDV_R1_00010__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,112,76.3,89,73,5,1,4.6,3.3,3.3,Low,35.7,0.4678899082568808
CoV-FISH-10_Vero_2h_B117_RDV_R1_00008__results_cell_6.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,81,49.6,60,46,4,1,5.25,3.5999999999999996,3.5999999999999996,Low,31.4,0.6330645161290323
CoV-FISH-10_Vero_2h_B117_RDV_R2_00002__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,29,14.6,20,11,2,1,4.5,3.5999999999999996,3.5999999999999996,Low,14.4,0.9863013698630138
CoV-FISH-10_Vero_2h_B117_RDV_R3_00010__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,53,17.2,34,13,5,1,3.8,4.2,4.2,Low,35.8,2.081395348837209
CoV-FISH-10_Vero_2h_B117_RDV_R3_00009__results_cell_6.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,70,127.84,59,103,5,3,2.2,8.28,24.839999999999996,Mid,-57.84,-0.4524405506883605
CoV-FISH-10_Vero_2h_B117_RDV_R1_00002__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,27,16,27,16,0,0,NA,NA,NA,Low,11,0.6875
CoV-FISH-10_Vero_2h_B117_RDV_R1_00005__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_B117_RDV_R1_00006__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,15,10,13,10,1,0,2,NA,NA,Low,5,0.5
CoV-FISH-10_Vero_2h_B117_RDV_R1_00006__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_B117_RDV_R1_00008__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_B117_RDV_R2_00002__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,14,6,10,6,2,0,2,NA,NA,Low,8,1.3333333333333333
CoV-FISH-10_Vero_2h_B117_RDV_R2_00003__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_2h_B117_RDV_R2_00005__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,21,9,15,9,2,0,3,NA,NA,Low,12,1.3333333333333333
CoV-FISH-10_Vero_2h_B117_RDV_R2_00006__results_cell_9.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,10,6,8,6,1,0,2,NA,NA,Low,4,0.6666666666666666
CoV-FISH-10_Vero_2h_B117_RDV_R2_00009__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,14,11,12,11,1,0,2,NA,NA,Low,3,0.2727272727272727
CoV-FISH-10_Vero_2h_B117_RDV_R2_00009__results_cell_6.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,19,16,15,16,2,0,2,NA,NA,Low,3,0.1875
CoV-FISH-10_Vero_2h_B117_RDV_R2_00010__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R2,37,20,27,20,4,0,2.5,NA,NA,Low,17,0.85
CoV-FISH-10_Vero_2h_B117_RDV_R3_00001__results_cell_0.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,4,2,4,2,0,0,NA,NA,NA,Low,2,1
CoV-FISH-10_Vero_2h_B117_RDV_R3_00001__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,10,10,10,10,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_B117_RDV_R3_00002__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,16,7,12,7,2,0,2,NA,NA,Low,9,1.2857142857142858
CoV-FISH-10_Vero_2h_B117_RDV_R3_00002__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,24,17,18,17,3,0,2,NA,NA,Low,7,0.4117647058823529
CoV-FISH-10_Vero_2h_B117_RDV_R3_00004__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,18,7,14,7,2,0,2,NA,NA,Low,11,1.5714285714285714
CoV-FISH-10_Vero_2h_B117_RDV_R3_00004__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,15,10,15,10,0,0,NA,NA,NA,Low,5,0.5
CoV-FISH-10_Vero_2h_B117_RDV_R3_00004__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,33,17,27,17,2,0,3,NA,NA,Low,16,0.9411764705882353
CoV-FISH-10_Vero_2h_B117_RDV_R3_00004__results_cell_4.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,14,9,12,9,1,0,2,NA,NA,Low,5,0.5555555555555556
CoV-FISH-10_Vero_2h_B117_RDV_R3_00004__results_cell_5.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,32,24,28,24,2,0,2,NA,NA,Low,8,0.3333333333333333
CoV-FISH-10_Vero_2h_B117_RDV_R3_00005__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,19,7,13,7,3,0,2,NA,NA,Low,12,1.7142857142857142
CoV-FISH-10_Vero_2h_B117_RDV_R3_00005__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,13,7,13,7,0,0,NA,NA,NA,Low,6,0.8571428571428571
CoV-FISH-10_Vero_2h_B117_RDV_R3_00005__results_cell_6.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,21,19,19,19,1,0,2,NA,NA,Low,2,0.10526315789473684
CoV-FISH-10_Vero_2h_B117_RDV_R3_00006__results_cell_3.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,1,1,1,1,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_B117_RDV_R3_00007__results_cell_4.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,17,17,17,17,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_B117_RDV_R3_00007__results_cell_6.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,2,2,2,2,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_B117_RDV_R3_00010__results_cell_1.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,11,9,9,9,1,0,2,NA,NA,Low,2,0.2222222222222222
CoV-FISH-10_Vero_2h_B117_RDV_R3_00010__results_cell_2.npz,2hpi_RDV_B.1.1.7,2hpi,B.1.1.7,RDV,R3,4,4,4,4,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00001__results_cell_1.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,158,67.4,122,65,15,2,2.4,1.2,2.4,Low,90.6,1.344213649851632
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00001__results_cell_2.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,230,83.8,166,79,20,4,3.2,1.2,4.8,Low,146.2,1.7446300715990453
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00001__results_cell_5.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,185,70.2,134,69,16,1,3.1875,1.2,1.2,Low,114.8,1.6353276353276351
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00002__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,122,50.2,97,49,9,1,2.7777777777777777,1.2,1.2,Low,71.8,1.4302788844621512
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00002__results_cell_1.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,138,118.4,103,116,14,2,2.5,1.2,2.4,Mid,19.599999999999994,0.1655405405405405
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00003__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,62,25.2,52,24,5,1,2,1.2,1.2,Low,36.8,1.4603174603174602
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00004__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,84,38.4,70,36,6,2,2.3333333333333335,1.2,2.4,Low,45.6,1.1875
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00005__results_cell_3.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,9.2,9.2,9.2,7.999999999999999,0,1,NA,1.2,1.2,Low,0,0
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00006__results_cell_1.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,4.2,4.2,4.2,3,0,1,NA,1.2,1.2,Low,0,0
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00006__results_cell_3.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,139,64.4,106,62.00000000000001,13,2,2.5384615384615383,1.2,2.4,Low,74.6,1.1583850931677018
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00007__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,168,105.8,101,101,26,4,2.576923076923077,1.2,4.8,Mid,62.2,0.5879017013232515
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00008__results_cell_2.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,60,34.2,48,33,4,1,3,1.2,1.2,Low,25.799999999999997,0.7543859649122806
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00008__results_cell_7.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,79,38.4,56,36,10,2,2.3,1.2,2.4,Low,40.6,1.0572916666666667
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00008__results_cell_9.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,151,54.6,100,51,16,3,3.1875,1.2,3.5999999999999996,Low,96.4,1.7655677655677657
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00009__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,53,21.2,37,20,5,1,3.2,1.2,1.2,Low,31.8,1.5
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00010__results_cell_2.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,7.2,7.2,7.2,6,0,1,NA,1.2,1.2,Low,0,0
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00011__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,315,85.4,217,83,29,2,3.3793103448275863,1.2,2.4,Low,229.6,2.6885245901639343
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00011__results_cell_5.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,200,58.4,143,56,21,2,2.7142857142857144,1.2,2.4,Low,141.6,2.4246575342465753
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,91,47.4,70,45,8,2,2.625,1.2,2.4,Low,43.6,0.9198312236286921
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012__results_cell_4.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,393,42.2,244,41,56,1,2.6607142857142856,1.2,1.2,Low,350.8,8.312796208530806
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012__results_cell_6.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R1,34,14.2,28,13,3,1,2,1.2,1.2,Low,19.8,1.3943661971830987
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001__results_cell_1.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,40,24.4,34,22,3,2,2,1.2,2.4,Low,15.600000000000001,0.639344262295082
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001__results_cell_2.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,26,18.2,19,17,2,1,3.5,1.2,1.2,Low,7.800000000000001,0.4285714285714286
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001__results_cell_3.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,92,4.2,49,3,3,1,14.333333333333334,1.2,1.2,Low,87.8,20.9047619047619
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001__results_cell_4.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,29,12.2,23,11,2,1,3,1.2,1.2,Low,16.8,1.377049180327869
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002__results_cell_2.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,38,9.2,23,7.999999999999999,4,1,3.75,1.2,1.2,Low,28.8,3.130434782608696
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002__results_cell_4.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,31,13.2,19,12,4,1,3,1.2,1.2,Low,17.8,1.3484848484848486
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003__results_cell_1.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,49,17.2,38,16,4,1,2.75,1.2,1.2,Low,31.8,1.8488372093023258
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003__results_cell_3.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,22,20.2,22,19,0,1,NA,1.2,1.2,Low,1.8000000000000007,0.08910891089108915
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003__results_cell_4.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,34,15.2,30,14,2,1,2,1.2,1.2,Low,18.8,1.236842105263158
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004__results_cell_2.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,54,13.2,37,12,5,1,3.4,1.2,1.2,Low,40.8,3.090909090909091
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004__results_cell_3.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,8.2,8.2,8.2,6.999999999999999,0,1,NA,1.2,1.2,Low,0,0
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004__results_cell_4.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,34,21.2,28,20,3,1,2,1.2,1.2,Low,12.8,0.6037735849056605
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,32,19.2,28,18,2,1,2,1.2,1.2,Low,12.8,0.6666666666666667
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006__results_cell_3.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,57,23.4,41,21,6,2,2.6666666666666665,1.2,2.4,Low,33.6,1.4358974358974361
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006__results_cell_4.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,87,18.2,58,17,10,1,2.9,1.2,1.2,Low,68.8,3.78021978021978
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,127,50.2,98,49,12,1,2.4166666666666665,1.2,1.2,Low,76.8,1.5298804780876492
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007__results_cell_2.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,123,63.4,97,61,8,2,3.25,1.2,2.4,Low,59.6,0.9400630914826499
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007__results_cell_3.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,57,23.4,44,21,6,2,2.1666666666666665,1.2,2.4,Low,33.6,1.4358974358974361
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008__results_cell_1.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,153,14.2,85,13,20,1,3.4,1.2,1.2,Low,138.8,9.774647887323946
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008__results_cell_4.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,62,19.2,49,18,5,1,2.6,1.2,1.2,Low,42.8,2.2291666666666665
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009__results_cell_0.npz,2hpi_RDV_Victoria,2hpi,Victoria,RDV,R2,15,14.2,15,13,0,1,NA,1.2,1.2,Low,0.8000000000000007,0.056338028169014134
